股票代號,股票名稱,YahooFinanceSymbol,YearStartPrice
1101,台泥,1101.TW,31.55
1102,亞泥,1102.TW,40.25
1103,嘉泥,1103.TW,16.90
1104,環泥,1104.TW,28.45
1108,幸福,1108.TW,14.45
1109,信大,1109.TW,17.65
1110,東泥,1110.TW,20.40
1201,味全,1201.TW,17.80
1203,味王,1203.TW,40.00
1210,大成,1210.TW,51.10
1213,大飲,1213.TW,15.75
1215,卜蜂,1215.TW,90.50
1216,統一,1216.TW,80.40
1217,愛之味,1217.TW,11.70
1218,泰山,1218.TW,19.70
1219,福壽,1219.TW,15.10
1220,台榮,1220.TW,17.65
1225,福懋油,1225.TW,40.35
1227,佳格,1227.TW,36.45
1229,聯華,1229.TW,50.60
1231,聯華食,1231.TW,139.00
1232,大統益,1232.TW,146.00
1233,天仁,1233.TW,29.70
1234,黑松,1234.TW,40.85
1235,興泰,1235.TW,72.10
1236,宏亞,1236.TW,22.80
1240,茂生農經,1240.TWO,52.20
1256,鮮活果汁-KY,1256.TW,131.50
1259,安心,1259.TWO,64.00
1264,德麥,1264.TWO,311.50
1268,漢來美食,1268.TWO,150.00
1294,漢田生技,1294.TWO,94.00
1301,台塑,1301.TW,35.30
1303,南亞,1303.TW,29.70
1304,台聚,1304.TW,10.75
1305,華夏,1305.TW,11.85
1307,三芳,1307.TW,36.80
1308,亞聚,1308.TW,13.50
1309,台達化,1309.TW,13.70
1310,台苯,1310.TW,9.50
1312,國喬,1312.TW,10.45
1313,聯成,1313.TW,8.86
1314,中石化,1314.TW,7.32
1315,達新,1315.TW,69.60
1316,上曜,1316.TW,15.25
1319,東陽,1319.TW,111.50
1321,大洋,1321.TW,32.70
1323,永裕,1323.TW,24.30
1324,地球,1324.TW,12.65
1325,恆大,1325.TW,29.10
1326,台化,1326.TW,27.10
1336,台翰,1336.TWO,24.45
1337,再生-KY,1337.TW,6.53
1338,廣華-KY,1338.TW,27.25
1339,昭輝,1339.TW,55.10
1340,勝悅-KY,1340.TW,9.10
1341,富林-KY,1341.TW,67.30
1342,八貫,1342.TW,99.90
1402,遠東新,1402.TW,31.45
1409,新纖,1409.TW,14.65
1410,南染,1410.TW,35.45
1413,宏洲,1413.TW,10.90
1414,東和,1414.TW,24.70
1416,廣豐,1416.TW,12.95
1417,嘉裕,1417.TW,9.70
1418,東華,1418.TW,29.95
1419,新紡,1419.TW,43.95
1423,利華,1423.TW,36.80
1432,大魯閣,1432.TW,20.90
1434,福懋,1434.TW,18.25
1435,中福,1435.TW,32.35
1436,華友聯,1436.TW,123.50
1437,勤益控,1437.TW,33.25
1438,三地開發,1438.TW,55.00
1439,雋揚,1439.TW,32.30
1440,南紡,1440.TW,14.00
1441,大東,1441.TW,14.00
1442,名軒,1442.TW,75.80
1443,立益物流,1443.TW,31.30
1444,力麗,1444.TW,8.86
1445,大宇,1445.TW,16.65
1446,宏和,1446.TW,40.65
1447,力鵬,1447.TW,7.12
1449,佳和,1449.TW,22.85
1451,年興,1451.TW,19.60
1452,宏益,1452.TW,15.20
1453,大將,1453.TW,14.95
1454,台富,1454.TW,14.90
1455,集盛,1455.TW,9.64
1456,怡華,1456.TW,15.90
1457,宜進,1457.TW,19.60
1459,聯發,1459.TW,10.00
1460,宏遠,1460.TW,7.19
1463,強盛新,1463.TW,24.90
1464,得力,1464.TW,16.70
1465,偉全,1465.TW,14.15
1466,聚隆,1466.TW,11.80
1467,南緯,1467.TW,10.30
1468,昶和,1468.TW,13.35
1470,大統新創,1470.TW,23.05
1471,首利,1471.TW,13.30
1472,三洋實業,1472.TW,63.60
1473,台南,1473.TW,35.30
1474,弘裕,1474.TW,12.55
1475,業旺,1475.TW,56.90
1476,儒鴻,1476.TW,503.00
1477,聚陽,1477.TW,320.00
1503,士電,1503.TW,192.00
1504,東元,1504.TW,52.20
1506,正道,1506.TW,12.85
1512,瑞利,1512.TW,6.85
1513,中興電,1513.TW,155.00
1514,亞力,1514.TW,101.00
1515,力山,1515.TW,30.50
1516,川飛,1516.TW,17.90
1517,利奇,1517.TW,13.70
1519,華城,1519.TW,565.00
1521,大億,1521.TW,29.75
1522,堤維西,1522.TW,63.30
1524,耿鼎,1524.TW,38.00
1525,江申,1525.TW,60.50
1526,日馳,1526.TW,24.45
1527,鑽全,1527.TW,41.85
1528,恩德,1528.TW,14.60
1529,樂事綠能,1529.TW,24.10
1530,亞崴,1530.TW,31.60
1531,高林股,1531.TW,13.90
1532,勤美,1532.TW,31.00
1533,車王電,1533.TW,39.05
1535,中宇,1535.TW,61.90
1536,和大,1536.TW,68.00
1537,廣隆,1537.TW,154.50
1538,正峰,1538.TW,29.15
1539,巨庭,1539.TW,22.40
1540,喬福,1540.TW,37.05
1541,錩泰,1541.TW,27.40
1558,伸興,1558.TW,111.00
1560,中砂,1560.TW,286.50
1563,巧新,1563.TW,60.00
1565,精華,1565.TWO,198.00
1568,倉佑,1568.TW,27.80
1569,濱川,1569.TWO,50.70
1570,力肯,1570.TWO,29.05
1580,新麥,1580.TWO,147.50
1582,信錦,1582.TW,91.10
1583,程泰,1583.TW,67.60
1584,精剛,1584.TWO,28.95
1586,和勤,1586.TWO,27.40
1587,吉茂,1587.TW,34.60
1589,永冠-KY,1589.TW,35.20
1590,亞德客-KY,1590.TW,841.00
1591,駿吉-KY,1591.TWO,53.50
1593,祺驊,1593.TWO,35.80
1595,川寶,1595.TWO,52.80
1597,直得,1597.TW,120.00
1598,岱宇,1598.TW,27.10
1599,宏佳騰,1599.TWO,30.50
1603,華電,1603.TW,35.90
1604,聲寶,1604.TW,28.05
1605,華新,1605.TW,23.65
1608,華榮,1608.TW,25.95
1609,大亞,1609.TW,44.30
1611,中電,1611.TW,15.75
1612,宏泰,1612.TW,33.80
1614,三洋電,1614.TW,38.25
1615,大山,1615.TW,55.30
1616,億泰,1616.TW,19.55
1617,榮星,1617.TW,17.75
1618,合機,1618.TW,47.25
1626,艾美特-KY,1626.TW,13.80
1702,南僑,1702.TW,49.50
1707,葡萄王,1707.TW,149.50
1708,東鹼,1708.TW,37.10
1709,和益,1709.TW,20.40
1710,東聯,1710.TW,14.20
1711,永光,1711.TW,21.00
1712,興農,1712.TW,43.10
1713,國化,1713.TW,45.80
1714,和桐,1714.TW,7.96
1717,長興,1717.TW,27.80
1718,中纖,1718.TW,7.34
1720,生達,1720.TW,61.50
1721,三晃,1721.TW,16.00
1722,台肥,1722.TW,50.80
1723,中碳,1723.TW,91.80
1725,元禎,1725.TW,35.05
1726,永記,1726.TW,75.50
1727,中華化,1727.TW,29.30
1730,花仙子,1730.TW,54.50
1731,美吾華,1731.TW,22.90
1732,毛寶,1732.TW,28.25
1733,五鼎,1733.TW,30.35
1734,杏輝,1734.TW,31.15
1735,日勝化,1735.TW,20.90
1736,喬山,1736.TW,182.50
1737,臺鹽,1737.TW,32.45
1742,台蠟,1742.TWO,17.20
1752,南光,1752.TW,41.15
1760,寶齡富錦,1760.TW,83.10
1762,中化生,1762.TW,33.90
1773,勝一,1773.TW,156.00
1776,展宇,1776.TW,18.70
1777,生泰,1777.TWO,94.10
1781,合世,1781.TWO,17.95
1783,和康生,1783.TW,49.60
1784,訊聯,1784.TWO,79.70
1785,光洋科,1785.TWO,62.30
1786,科妍,1786.TW,105.00
1788,杏昌,1788.TWO,139.50
1789,神隆,1789.TW,22.35
1795,美時,1795.TW,270.00
1796,金穎生技,1796.TWO,46.05
1799,易威,1799.TWO,64.00
1802,台玻,1802.TW,16.35
1805,寶徠,1805.TW,17.25
1806,冠軍,1806.TW,9.81
1808,潤隆,1808.TW,37.30
1809,中釉,1809.TW,19.60
1810,和成,1810.TW,17.40
1813,寶利徠,1813.TWO,18.25
1815,富喬,1815.TWO,26.60
1817,凱撒衛,1817.TW,41.10
1903,士紙,1903.TW,51.80
1904,正隆,1904.TW,18.90
1905,華紙,1905.TW,16.40
1906,寶隆,1906.TW,13.70
1907,永豐餘,1907.TW,29.55
1909,榮成,1909.TW,11.55
2002,中鋼,2002.TW,19.60
2006,東和鋼鐵,2006.TW,67.60
2007,燁興,2007.TW,9.39
2008,高興昌,2008.TW,30.00
2009,第一銅,2009.TW,36.80
2010,春源,2010.TW,17.85
2012,春雨,2012.TW,24.40
2013,中鋼構,2013.TW,50.00
2014,中鴻,2014.TW,17.60
2015,豐興,2015.TW,69.70
2017,官田鋼,2017.TW,10.90
2020,美亞,2020.TW,28.00
2022,聚亨,2022.TW,8.51
2023,燁輝,2023.TW,15.00
2024,志聯,2024.TW,19.05
2025,千興,2025.TW,9.33
2027,大成鋼,2027.TW,30.20
2028,威致,2028.TW,20.80
2029,盛餘,2029.TW,23.75
2030,彰源,2030.TW,16.50
2031,新光鋼,2031.TW,45.95
2032,新鋼,2032.TW,13.25
2033,佳大,2033.TW,22.75
2034,允強,2034.TW,19.50
2035,唐榮,2035.TWO,31.00
2038,海光,2038.TW,15.20
2049,上銀,2049.TW,330.00
2059,川湖,2059.TW,1550.00
2061,風青,2061.TWO,18.25
2062,橋椿,2062.TW,33.10
2063,世鎧,2063.TWO,34.10
2064,晉椿,2064.TWO,14.95
2065,世豐,2065.TWO,52.10
2066,世德,2066.TWO,88.70
2067,嘉鋼,2067.TWO,11.00
2069,運錩,2069.TW,15.80
2070,精湛,2070.TWO,74.10
2073,雄順,2073.TWO,28.50
2101,南港,2101.TW,45.40
2102,泰豐,2102.TW,18.85
2103,台橡,2103.TW,20.00
2104,國際中橡,2104.TW,12.60
2105,正新,2105.TW,48.95
2106,建大,2106.TW,27.05
2107,厚生,2107.TW,25.75
2108,南帝,2108.TW,33.85
2109,華豐,2109.TW,18.00
2114,鑫永銓,2114.TW,93.20
2115,六暉-KY,2115.TW,30.60
2201,裕隆,2201.TW,51.20
2204,中華,2204.TW,79.90
2206,三陽工業,2206.TW,69.30
2207,和泰車,2207.TW,612.00
2208,台船,2208.TW,15.05
2211,長榮鋼,2211.TW,89.10
2221,大甲,2221.TWO,28.80
2227,裕日車,2227.TW,75.30
2228,劍麟,2228.TW,98.80
2230,泰茂,2230.TWO,112.50
2231,為升,2231.TW,106.00
2233,宇隆,2233.TW,283.00
2235,謚源,2235.TWO,46.40
2236,百達-KY,2236.TW,125.00
2239,英利-KY,2239.TW,34.65
2241,艾姆勒,2241.TW,27.90
2243,宏旭-KY,2243.TW,16.85
2247,汎德永業,2247.TW,298.00
2250,IKKA-KY,2250.TW,135.00
2254,巨鎧精密-創,2254.TW,80.40
2258,鴻華先進-創,2258.TW,41.55
2301,光寶科,2301.TW,99.80
2302,麗正,2302.TW,18.65
2303,聯電,2303.TW,42.90
2305,全友,2305.TW,14.85
2308,台達電,2308.TW,430.50
2312,金寶,2312.TW,26.40
2313,華通,2313.TW,69.90
2314,台揚,2314.TW,39.70
2316,楠梓電,2316.TW,47.20
2317,鴻海,2317.TW,184.00
2321,東訊,2321.TW,15.10
2323,中環,2323.TW,10.15
2324,仁寶,2324.TW,37.45
2327,國巨,2327.TW,538.00
2328,廣宇,2328.TW,41.80
2329,華泰,2329.TW,34.60
2330,台積電,2330.TW,1070.00
2331,精英,2331.TW,22.15
2332,友訊,2332.TW,25.50
2337,旺宏,2337.TW,19.65
2338,光罩,2338.TW,49.20
2340,台亞,2340.TW,29.40
2342,茂矽,2342.TW,31.70
2344,華邦電,2344.TW,14.60
2345,智邦,2345.TW,769.00
2347,聯強,2347.TW,70.80
2348,海悅,2348.TW,202.50
2349,錸德,2349.TW,13.95
2351,順德,2351.TW,94.40
2352,佳世達,2352.TW,33.45
2353,宏碁,2353.TW,39.65
2354,鴻準,2354.TW,74.70
2355,敬鵬,2355.TW,38.80
2356,英業達,2356.TW,50.30
2357,華碩,2357.TW,616.00
2359,所羅門,2359.TW,169.50
2360,致茂,2360.TW,409.00
2362,藍天,2362.TW,52.00
2363,矽統,2363.TW,71.30
2364,倫飛,2364.TW,80.80
2365,昆盈,2365.TW,47.70
2367,燿華,2367.TW,33.10
2368,金像電,2368.TW,242.00
2369,菱生,2369.TW,17.70
2371,大同,2371.TW,47.95
2373,震旦行,2373.TW,62.60
2374,佳能,2374.TW,65.70
2375,凱美,2375.TW,68.70
2376,技嘉,2376.TW,271.50
2377,微星,2377.TW,182.50
2379,瑞昱,2379.TW,563.00
2380,虹光,2380.TW,4.33
2382,廣達,2382.TW,285.00
2383,台光電,2383.TW,615.00
2385,群光,2385.TW,151.50
2387,精元,2387.TW,61.00
2388,威盛,2388.TW,100.50
2390,云辰,2390.TW,11.75
2392,正崴,2392.TW,72.50
2393,億光,2393.TW,84.70
2395,研華,2395.TW,344.50
2397,友通,2397.TW,74.40
2399,映泰,2399.TW,25.55
2401,凌陽,2401.TW,30.45
2402,毅嘉,2402.TW,38.50
2404,漢唐,2404.TW,479.00
2405,輔信,2405.TW,21.50
2406,國碩,2406.TW,14.85
2408,南亞科,2408.TW,29.10
2409,友達,2409.TW,14.55
2412,中華電,2412.TW,123.50
2413,環科,2413.TW,26.30
2414,精技,2414.TW,36.95
2415,錩新,2415.TW,30.90
2417,圓剛,2417.TW,49.85
2419,仲琦,2419.TW,30.20
2420,新巨,2420.TW,65.40
2421,建準,2421.TW,97.70
2423,固緯,2423.TW,40.85
2424,隴華,2424.TW,63.60
2425,承啟,2425.TW,34.00
2426,鼎元,2426.TW,23.00
2427,三商電,2427.TW,26.50
2428,興勤,2428.TW,151.00
2429,銘旺科,2429.TW,31.80
2430,燦坤,2430.TW,30.10
2431,聯昌,2431.TW,13.85
2432,倚天酷碁-創,2432.TW,29.10
2433,互盛電,2433.TW,50.00
2434,統懋,2434.TW,33.00
2436,偉詮電,2436.TW,55.40
2438,翔耀,2438.TW,32.25
2439,美律,2439.TW,108.00
2440,太空梭,2440.TW,12.85
2441,超豐,2441.TW,58.30
2442,新美齊,2442.TW,25.20
2444,兆勁,2444.TW,19.25
2449,京元電子,2449.TW,111.50
2450,神腦,2450.TW,32.20
2451,創見,2451.TW,86.70
2453,凌群,2453.TW,58.50
2454,聯發科,2454.TW,1395.00
2455,全新,2455.TW,166.00
2457,飛宏,2457.TW,37.00
2458,義隆,2458.TW,153.00
2459,敦吉,2459.TW,70.00
2460,建通,2460.TW,23.00
2461,光群雷,2461.TW,20.00
2462,良得電,2462.TW,26.10
2464,盟立,2464.TW,84.00
2465,麗臺,2465.TW,75.10
2466,冠西電,2466.TW,72.00
2467,志聖,2467.TW,205.50
2468,華經,2468.TW,25.20
2471,資通,2471.TW,54.00
2472,立隆電,2472.TW,81.30
2474,可成,2474.TW,194.00
2476,鉅祥,2476.TW,85.30
2477,美隆電,2477.TW,28.35
2478,大毅,2478.TW,46.10
2480,敦陽科,2480.TW,138.50
2481,強茂,2481.TW,51.30
2482,連宇,2482.TW,26.65
2483,百容,2483.TW,22.40
2484,希華,2484.TW,26.05
2485,兆赫,2485.TW,15.45
2486,一詮,2486.TW,113.00
2488,漢平,2488.TW,55.20
2489,瑞軒,2489.TW,18.30
2491,吉祥全,2491.TW,13.55
2492,華新科,2492.TW,92.50
2493,揚博,2493.TW,96.50
2495,普安,2495.TW,31.95
2496,卓越,2496.TW,82.90
2497,怡利電,2497.TW,59.10
2498,宏達電,2498.TW,49.20
2501,國建,2501.TW,24.00
2504,國產,2504.TW,49.40
2505,國揚,2505.TW,22.60
2506,太設,2506.TW,11.25
2509,全坤建,2509.TW,16.20
2511,太子,2511.TW,10.15
2514,龍邦,2514.TW,19.70
2515,中工,2515.TW,10.60
2516,新建,2516.TW,12.80
2520,冠德,2520.TW,51.20
2524,京城,2524.TW,69.10
2527,宏璟,2527.TW,37.90
2528,皇普,2528.TW,42.25
2530,華建,2530.TW,38.85
2534,宏盛,2534.TW,25.35
2535,達欣工,2535.TW,53.70
2536,宏普,2536.TW,32.40
2537,聯上發,2537.TW,12.25
2538,基泰,2538.TW,14.50
2539,櫻花建,2539.TW,52.70
2540,愛山林,2540.TW,93.20
2542,興富發,2542.TW,43.50
2543,皇昌,2543.TW,74.00
2545,皇翔,2545.TW,64.50
2546,根基,2546.TW,69.20
2547,日勝生,2547.TW,10.90
2548,華固,2548.TW,114.50
2596,綠意,2596.TWO,41.95
2597,潤弘,2597.TW,149.00
2601,益航,2601.TW,7.07
2603,長榮,2603.TW,226.50
2605,新興,2605.TW,25.05
2606,裕民,2606.TW,58.00
2607,榮運,2607.TW,31.30
2608,嘉里大榮,2608.TW,38.50
2609,陽明,2609.TW,76.20
2610,華航,2610.TW,25.70
2611,志信,2611.TW,21.25
2612,中航,2612.TW,40.65
2613,中櫃,2613.TW,34.90
2614,東森,2614.TW,16.65
2615,萬海,2615.TW,81.70
2616,山隆,2616.TW,17.10
2617,台航,2617.TW,29.50
2618,長榮航,2618.TW,44.35
2630,亞航,2630.TW,40.85
2633,台灣高鐵,2633.TW,27.80
2634,漢翔,2634.TW,44.70
2636,台驊控股,2636.TW,79.50
2637,慧洋-KY,2637.TW,67.40
2640,大車隊,2640.TWO,131.50
2641,正德,2641.TWO,18.10
2642,宅配通,2642.TW,36.70
2643,捷迅,2643.TWO,75.40
2645,長榮航太,2645.TW,97.30
2646,星宇航空,2646.TW,27.60
2701,萬企,2701.TW,12.35
2702,華園,2702.TW,16.40
2704,國賓,2704.TW,54.30
2705,六福,2705.TW,17.95
2706,第一店,2706.TW,14.45
2707,晶華,2707.TW,192.00
2712,遠雄來,2712.TW,26.55
2718,全心投控,2718.TWO,76.20
2719,燦星旅,2719.TWO,49.45
2722,夏都,2722.TW,34.60
2723,美食-KY,2723.TW,96.40
2724,藝舍-KY,2724.TWO,37.95
2726,雅茗-KY,2726.TWO,28.85
2727,王品,2727.TW,236.50
2729,瓦城,2729.TWO,203.00
2731,雄獅,2731.TW,125.50
2732,六角,2732.TWO,101.50
2734,易飛網,2734.TWO,26.70
2736,富野,2736.TWO,21.80
2739,寒舍,2739.TW,51.70
2740,天蔥,2740.TWO,39.18
2743,山富,2743.TWO,103.50
2745,五福,2745.TWO,111.00
2748,雲品,2748.TW,60.50
2751,王座,2751.TWO,66.10
2752,豆府,2752.TWO,238.00
2753,八方雲集,2753.TW,148.00
2754,亞洲藏壽司,2754.TWO,85.80
2755,揚秦,2755.TWO,103.50
2756,聯發國際,2756.TWO,67.70
2762,世界健身-KY,2762.TW,95.20
2801,彰銀,2801.TW,17.85
2809,京城銀,2809.TW,50.60
2812,台中銀,2812.TW,18.55
2816,旺旺保,2816.TW,31.15
2820,華票,2820.TW,15.00
2832,台產,2832.TW,28.60
2834,臺企銀,2834.TW,14.90
2836,高雄銀,2836.TW,11.50
2838,聯邦銀,2838.TW,15.15
2845,遠東銀,2845.TW,13.20
2849,安泰銀,2849.TW,14.00
2850,新產,2850.TW,107.00
2851,中再保,2851.TW,25.80
2852,第一保,2852.TW,25.00
2855,統一證,2855.TW,25.80
2867,三商壽,2867.TW,6.30
2880,華南金,2880.TW,26.05
2881,富邦金,2881.TW,90.00
2882,國泰金,2882.TW,68.70
2883,凱基金,2883.TW,17.15
2884,玉山金,2884.TW,26.95
2885,元大金,2885.TW,33.95
2886,兆豐金,2886.TW,38.60
2887,台新金,2887.TW,17.40
2888,新光金,2888.TW,11.80
2889,國票金,2889.TW,14.90
2890,永豐金,2890.TW,22.85
2891,中信金,2891.TW,38.95
2892,第一金,2892.TW,27.05
2897,王道銀行,2897.TW,9.86
2901,欣欣,2901.TW,29.60
2903,遠百,2903.TW,22.50
2904,匯僑,2904.TW,17.75
2905,三商,2905.TW,15.20
2906,高林,2906.TW,17.50
2908,特力,2908.TW,20.10
2910,統領,2910.TW,22.00
2911,麗嬰房,2911.TW,8.00
2912,統一超,2912.TW,263.00
2913,農林,2913.TW,20.25
2915,潤泰全,2915.TW,71.80
2916,滿心,2916.TWO,49.60
2923,鼎固-KY,2923.TW,25.05
2924,宏太-KY,2924.TWO,28.15
2926,誠品生活,2926.TWO,46.70
2929,淘帝-KY,2929.TW,14.45
2937,集雅社,2937.TWO,37.35
2939,永邑-KY,2939.TW,32.00
2941,米斯特,2941.TWO,61.90
2945,三商家購,2945.TW,39.75
2947,振宇五金,2947.TWO,83.60
2948,寶陞,2948.TWO,46.00
2949,欣新網,2949.TWO,81.60
3002,歐格,3002.TW,14.25
3003,健和興,3003.TW,78.00
3004,豐達科,3004.TW,92.00
3005,神基,3005.TW,105.50
3006,晶豪科,3006.TW,61.70
3008,大立光,3008.TW,2680.00
3010,華立,3010.TW,123.00
3011,今皓,3011.TW,22.20
3013,晟銘電,3013.TW,141.50
3014,聯陽,3014.TW,150.00
3015,全漢,3015.TW,61.30
3016,嘉晶,3016.TW,46.90
3017,奇鋐,3017.TW,623.00
3018,隆銘綠能,3018.TW,27.00
3019,亞光,3019.TW,187.00
3021,鴻名,3021.TW,27.15
3022,威強電,3022.TW,78.60
3023,信邦,3023.TW,258.50
3024,憶聲,3024.TW,19.10
3025,星通,3025.TW,75.50
3026,禾伸堂,3026.TW,85.20
3027,盛達,3027.TW,29.75
3028,增你強,3028.TW,28.50
3029,零壹,3029.TW,139.00
3030,德律,3030.TW,122.00
3031,佰鴻,3031.TW,23.20
3032,偉訓,3032.TW,89.50
3033,威健,3033.TW,33.45
3034,聯詠,3034.TW,501.00
3035,智原,3035.TW,240.50
3036,文曄,3036.TW,109.50
3037,欣興,3037.TW,142.00
3038,全台,3038.TW,28.60
3040,遠見,3040.TW,53.40
3041,揚智,3041.TW,37.65
3042,晶技,3042.TW,100.50
3043,科風,3043.TW,38.20
3044,健鼎,3044.TW,197.00
3045,台灣大,3045.TW,113.50
3046,建碁,3046.TW,48.65
3047,訊舟,3047.TW,29.60
3048,益登,3048.TW,30.65
3049,精金,3049.TW,9.05
3050,鈺德,3050.TW,17.10
3051,力特,3051.TW,33.50
3052,夆典,3052.TW,11.30
3054,立萬利,3054.TW,24.90
3055,蔚華科,3055.TW,63.30
3056,富華新,3056.TW,33.10
3057,喬鼎,3057.TW,11.55
3058,立德,3058.TW,16.25
3059,華晶科,3059.TW,38.20
3060,銘異,3060.TW,24.75
3062,建漢,3062.TW,33.65
3064,泰偉,3064.TWO,67.90
3066,李洲,3066.TWO,23.85
3067,全域,3067.TWO,28.00
3071,協禧,3071.TWO,27.20
3073,天方能源,3073.TWO,59.80
3078,僑威,3078.TWO,71.50
3081,聯亞,3081.TWO,379.00
3083,網龍,3083.TWO,42.90
3085,新零售,3085.TWO,24.50
3086,華義,3086.TWO,151.00
3088,艾訊,3088.TWO,109.50
3090,日電貿,3090.TW,70.50
3092,鴻碩,3092.TW,27.85
3093,港建*,3093.TWO,26.55
3094,聯傑,3094.TW,29.15
3095,及成,3095.TWO,41.80
3105,穩懋,3105.TWO,112.00
3114,好德,3114.TWO,25.65
3115,富榮綱,3115.TWO,9.20
3118,進階,3118.TWO,32.00
3122,笙泉,3122.TWO,31.10
3128,昇銳,3128.TWO,27.60
3130,一零四,3130.TW,220.00
3131,弘塑,3131.TWO,1485.00
3138,耀登,3138.TW,112.00
3141,晶宏,3141.TWO,74.30
3147,大綜,3147.TWO,190.50
3149,正達,3149.TW,33.55
3150,鈺寶-創,3150.TW,35.10
3152,璟德,3152.TWO,180.50
3162,精確,3162.TWO,38.85
3163,波若威,3163.TWO,145.00
3164,景岳,3164.TW,20.60
3167,大量,3167.TW,106.50
3168,眾福科,3168.TW,45.65
3169,亞信,3169.TWO,104.00
3171,炎洲流通,3171.TWO,36.05
3176,基亞,3176.TWO,31.95
3178,公準,3178.TWO,69.30
3188,鑫龍騰,3188.TWO,28.00
3189,景碩,3189.TW,100.50
3191,雲嘉南,3191.TWO,18.00
3202,樺晟,3202.TWO,6.71
3205,佰研,3205.TWO,31.65
3206,志豐,3206.TWO,42.75
3207,耀勝,3207.TWO,91.40
3209,全科,3209.TW,34.25
3211,順達,3211.TWO,210.50
3213,茂訊,3213.TWO,86.20
3217,優群,3217.TWO,158.00
3218,大學光,3218.TWO,200.00
3219,倚強科,3219.TWO,45.05
3221,台嘉碩,3221.TWO,26.00
3224,三顧,3224.TWO,46.85
3226,至寶電,3226.TWO,47.85
3227,原相,3227.TWO,262.00
3228,金麗科,3228.TWO,200.00
3229,晟鈦,3229.TW,17.85
3230,錦明,3230.TWO,61.50
3231,緯創,3231.TW,103.50
3232,昱捷,3232.TWO,22.75
3234,光環,3234.TWO,46.10
3236,千如,3236.TWO,20.55
3252,海灣,3252.TWO,20.35
3257,虹冠電,3257.TW,53.00
3259,鑫創,3259.TWO,23.40
3260,威剛,3260.TWO,78.40
3264,欣銓,3264.TWO,54.00
3265,台星科,3265.TWO,113.00
3266,昇陽,3266.TW,17.40
3268,海德威,3268.TWO,24.65
3272,東碩,3272.TWO,28.00
3276,宇環,3276.TWO,14.70
3284,太普高,3284.TWO,30.85
3285,微端,3285.TWO,28.25
3287,廣寰科,3287.TWO,35.60
3288,點晶,3288.TWO,21.40
3289,宜特,3289.TWO,135.50
3290,東浦,3290.TWO,30.60
3293,鈊象,3293.TWO,975.00
3294,英濟,3294.TWO,33.75
3296,勝德,3296.TW,29.50
3297,杭特,3297.TWO,22.75
3303,岱稜,3303.TWO,51.50
3305,昇貿,3305.TW,64.10
3306,鼎天,3306.TWO,61.20
3308,聯德,3308.TW,24.00
3310,佳穎,3310.TWO,96.00
3311,閎暉,3311.TW,34.00
3312,弘憶股,3312.TW,54.00
3313,斐成,3313.TWO,16.00
3317,尼克森,3317.TWO,45.90
3321,同泰,3321.TW,15.95
3322,建舜電,3322.TWO,17.15
3323,加百裕,3323.TWO,38.30
3324,雙鴻,3324.TWO,669.00
3325,旭品,3325.TWO,19.55
3332,幸康,3332.TWO,40.00
3338,泰碩,3338.TW,63.00
3339,泰谷,3339.TWO,32.55
3346,麗清,3346.TW,34.50
3349,寶德,3349.TWO,17.10
3354,律勝,3354.TWO,21.70
3356,奇偶,3356.TW,55.50
3357,臺慶科,3357.TWO,123.00
3360,尚立,3360.TWO,14.25
3362,先進光,3362.TWO,209.50
3363,上詮,3363.TWO,247.00
3372,典範,3372.TWO,15.05
3373,熱映,3373.TWO,22.95
3374,精材,3374.TWO,198.00
3376,新日興,3376.TW,208.50
3379,彬台,3379.TWO,37.80
3380,明泰,3380.TW,35.00
3388,崇越電,3388.TWO,68.50
3390,旭軟,3390.TWO,27.90
3402,漢科,3402.TWO,109.00
3406,玉晶光,3406.TW,510.00
3413,京鼎,3413.TW,305.00
3416,融程電,3416.TW,161.00
3419,譁裕,3419.TW,18.20
3426,台興,3426.TWO,47.25
3430,奇鈦科,3430.TWO,59.70
3432,台端,3432.TW,17.00
3434,哲固,3434.TWO,28.20
3437,榮創,3437.TW,23.75
3438,類比科,3438.TWO,62.60
3441,聯一光,3441.TWO,39.65
3443,創意,3443.TW,1365.00
3444,利機,3444.TWO,78.30
3447,展達,3447.TW,63.60
3450,聯鈞,3450.TW,284.50
3454,晶睿,3454.TW,114.50
3455,由田,3455.TWO,116.00
3465,進泰電子,3465.TWO,52.50
3466,德晉,3466.TWO,57.60
3479,安勤,3479.TWO,89.40
3481,群創,3481.TW,14.35
3483,力致,3483.TWO,147.50
3484,崧騰,3484.TWO,56.10
3489,森寶,3489.TWO,27.25
3490,單井,3490.TWO,29.50
3491,昇達科,3491.TWO,331.00
3492,長盛,3492.TWO,24.30
3494,誠研,3494.TW,17.50
3498,陽程,3498.TWO,57.50
3499,環天科,3499.TWO,21.00
3501,維熹,3501.TW,61.40
3504,揚明光,3504.TW,67.90
3508,位速,3508.TWO,28.20
3511,矽瑪,3511.TWO,34.50
3512,皇龍,3512.TWO,28.35
3515,華擎,3515.TW,230.50
3516,亞帝歐,3516.TWO,24.05
3518,柏騰,3518.TW,25.25
3520,華盈,3520.TWO,19.75
3521,鴻翊,3521.TWO,18.80
3522,御嵿,3522.TWO,24.50
3523,迎輝,3523.TWO,20.50
3526,凡甲,3526.TWO,263.00
3527,聚積,3527.TWO,68.20
